ID,2022_Value,ActivityMetric,AMKEY,group,query,Value
920_X_Ssw,0.0,Total amount of monetary losses as a result of legal proceedings associated with labor law violations,920.0,Ssw,Total amount of monetary losses as a result of legal proceedings associated with labor law violations in Ssw company in the year ,
920_X_Tongaat,0.0,Total amount of monetary losses as a result of legal proceedings associated with labor law violations,920.0,Tongaat,Total amount of monetary losses as a result of legal proceedings associated with labor law violations in Tongaat company in the year ,
920_X_Uct1&2,0.0,Total amount of monetary losses as a result of legal proceedings associated with labor law violations,920.0,Uct1&2,Total amount of monetary losses as a result of legal proceedings associated with labor law violations in Uct1&2 company in the year ,
921_X_Absa,0.0,Number of account holders affected by data breaches in category: PHI,921.0,Absa,Number of account holders affected by data breaches in category: PHI in Absa company in the year ,
921_X_Clicks,0.0,Number of account holders affected by data breaches in category: PHI,921.0,Clicks,Number of account holders affected by data breaches in category: PHI in Clicks company in the year ,
921_X_Distell,0.0,Number of account holders affected by data breaches in category: PHI,921.0,Distell,Number of account holders affected by data breaches in category: PHI in Distell company in the year ,
921_X_Impala,0.0,Number of account holders affected by data breaches in category: PHI,921.0,Impala,Number of account holders affected by data breaches in category: PHI in Impala company in the year ,
921_X_Oceana1&2,0.0,Number of account holders affected by data breaches in category: PHI,921.0,Oceana1&2,Number of account holders affected by data breaches in category: PHI in Oceana1&2 company in the year ,
921_X_Picknpay,0.0,Number of account holders affected by data breaches in category: PHI,921.0,Picknpay,Number of account holders affected by data breaches in category: PHI in Picknpay company in the year ,
921_X_Sasol,0.0,Number of account holders affected by data breaches in category: PHI,921.0,Sasol,Number of account holders affected by data breaches in category: PHI in Sasol company in the year ,
921_X_Ssw,0.0,Number of account holders affected by data breaches in category: PHI,921.0,Ssw,Number of account holders affected by data breaches in category: PHI in Ssw company in the year ,
921_X_Tongaat,0.0,Number of account holders affected by data breaches in category: PHI,921.0,Tongaat,Number of account holders affected by data breaches in category: PHI in Tongaat company in the year ,
921_X_Uct1&2,0.0,Number of account holders affected by data breaches in category: PHI,921.0,Uct1&2,Number of account holders affected by data breaches in category: PHI in Uct1&2 company in the year ,
922_X_Absa,0.0,Description of policies and practices to secure customers’ protected health information (PHI) records and other personally identifiable information (PII),922.0,Absa,Description of policies and practices to secure customers’ protected health information (PHI) records and other personally identifiable information (PII) in Absa company in the year ,
922_X_Clicks,0.0,Description of policies and practices to secure customers’ protected health information (PHI) records and other personally identifiable information (PII),922.0,Clicks,Description of policies and practices to secure customers’ protected health information (PHI) records and other personally identifiable information (PII) in Clicks company in the year ,
922_X_Distell,0.0,Description of policies and practices to secure customers’ protected health information (PHI) records and other personally identifiable information (PII),922.0,Distell,Description of policies and practices to secure customers’ protected health information (PHI) records and other personally identifiable information (PII) in Distell company in the year ,
922_X_Impala,0.0,Description of policies and practices to secure customers’ protected health information (PHI) records and other personally identifiable information (PII),922.0,Impala,Description of policies and practices to secure customers’ protected health information (PHI) records and other personally identifiable information (PII) in Impala company in the year ,
922_X_Oceana1&2,0.0,Description of policies and practices to secure customers’ protected health information (PHI) records and other personally identifiable information (PII),922.0,Oceana1&2,Description of policies and practices to secure customers’ protected health information (PHI) records and other personally identifiable information (PII) in Oceana1&2 company in the year ,
922_X_Picknpay,0.0,Description of policies and practices to secure customers’ protected health information (PHI) records and other personally identifiable information (PII),922.0,Picknpay,Description of policies and practices to secure customers’ protected health information (PHI) records and other personally identifiable information (PII) in Picknpay company in the year ,
922_X_Sasol,0.0,Description of policies and practices to secure customers’ protected health information (PHI) records and other personally identifiable information (PII),922.0,Sasol,Description of policies and practices to secure customers’ protected health information (PHI) records and other personally identifiable information (PII) in Sasol company in the year ,
922_X_Ssw,0.0,Description of policies and practices to secure customers’ protected health information (PHI) records and other personally identifiable information (PII),922.0,Ssw,Description of policies and practices to secure customers’ protected health information (PHI) records and other personally identifiable information (PII) in Ssw company in the year ,
922_X_Tongaat,0.0,Description of policies and practices to secure customers’ protected health information (PHI) records and other personally identifiable information (PII),922.0,Tongaat,Description of policies and practices to secure customers’ protected health information (PHI) records and other personally identifiable information (PII) in Tongaat company in the year ,
922_X_Uct1&2,0.0,Description of policies and practices to secure customers’ protected health information (PHI) records and other personally identifiable information (PII),922.0,Uct1&2,Description of policies and practices to secure customers’ protected health information (PHI) records and other personally identifiable information (PII) in Uct1&2 company in the year ,
923_X_Absa,0.0,Number of account holders affected by data breaches in category: PII,923.0,Absa,Number of account holders affected by data breaches in category: PII in Absa company in the year ,
923_X_Clicks,0.0,Number of account holders affected by data breaches in category: PII,923.0,Clicks,Number of account holders affected by data breaches in category: PII in Clicks company in the year ,
923_X_Distell,0.0,Number of account holders affected by data breaches in category: PII,923.0,Distell,Number of account holders affected by data breaches in category: PII in Distell company in the year ,
923_X_Impala,0.0,Number of account holders affected by data breaches in category: PII,923.0,Impala,Number of account holders affected by data breaches in category: PII in Impala company in the year ,
923_X_Oceana1&2,0.0,Number of account holders affected by data breaches in category: PII,923.0,Oceana1&2,Number of account holders affected by data breaches in category: PII in Oceana1&2 company in the year ,
923_X_Picknpay,0.0,Number of account holders affected by data breaches in category: PII,923.0,Picknpay,Number of account holders affected by data breaches in category: PII in Picknpay company in the year ,
923_X_Sasol,0.0,Number of account holders affected by data breaches in category: PII,923.0,Sasol,Number of account holders affected by data breaches in category: PII in Sasol company in the year ,
923_X_Ssw,0.0,Number of account holders affected by data breaches in category: PII,923.0,Ssw,Number of account holders affected by data breaches in category: PII in Ssw company in the year ,
923_X_Tongaat,0.0,Number of account holders affected by data breaches in category: PII,923.0,Tongaat,Number of account holders affected by data breaches in category: PII in Tongaat company in the year ,
923_X_Uct1&2,0.0,Number of account holders affected by data breaches in category: PII,923.0,Uct1&2,Number of account holders affected by data breaches in category: PII in Uct1&2 company in the year ,
924_X_Absa,0.0,"Number of customers affected by data breaches in each category, (a) PII",924.0,Absa,"Number of customers affected by data breaches in each category, (a) PII in Absa company in the year ",
924_X_Clicks,0.0,"Number of customers affected by data breaches in each category, (a) PII",924.0,Clicks,"Number of customers affected by data breaches in each category, (a) PII in Clicks company in the year ",
924_X_Distell,0.0,"Number of customers affected by data breaches in each category, (a) PII",924.0,Distell,"Number of customers affected by data breaches in each category, (a) PII in Distell company in the year ",
924_X_Impala,0.0,"Number of customers affected by data breaches in each category, (a) PII",924.0,Impala,"Number of customers affected by data breaches in each category, (a) PII in Impala company in the year ",
924_X_Oceana1&2,0.0,"Number of customers affected by data breaches in each category, (a) PII",924.0,Oceana1&2,"Number of customers affected by data breaches in each category, (a) PII in Oceana1&2 company in the year ",
924_X_Picknpay,0.0,"Number of customers affected by data breaches in each category, (a) PII",924.0,Picknpay,"Number of customers affected by data breaches in each category, (a) PII in Picknpay company in the year ",
924_X_Sasol,0.0,"Number of customers affected by data breaches in each category, (a) PII",924.0,Sasol,"Number of customers affected by data breaches in each category, (a) PII in Sasol company in the year ",
924_X_Ssw,0.0,"Number of customers affected by data breaches in each category, (a) PII",924.0,Ssw,"Number of customers affected by data breaches in each category, (a) PII in Ssw company in the year ",
924_X_Tongaat,0.0,"Number of customers affected by data breaches in each category, (a) PII",924.0,Tongaat,"Number of customers affected by data breaches in each category, (a) PII in Tongaat company in the year ",
924_X_Uct1&2,0.0,"Number of customers affected by data breaches in each category, (a) PII",924.0,Uct1&2,"Number of customers affected by data breaches in each category, (a) PII in Uct1&2 company in the year ",
925_X_Absa,0.0,"Number of customers affected by data breaches in each category, (b) PHI",925.0,Absa,"Number of customers affected by data breaches in each category, (b) PHI in Absa company in the year ",
925_X_Clicks,0.0,"Number of customers affected by data breaches in each category, (b) PHI",925.0,Clicks,"Number of customers affected by data breaches in each category, (b) PHI in Clicks company in the year ",
925_X_Distell,0.0,"Number of customers affected by data breaches in each category, (b) PHI",925.0,Distell,"Number of customers affected by data breaches in each category, (b) PHI in Distell company in the year ",
925_X_Impala,0.0,"Number of customers affected by data breaches in each category, (b) PHI",925.0,Impala,"Number of customers affected by data breaches in each category, (b) PHI in Impala company in the year ",
925_X_Oceana1&2,0.0,"Number of customers affected by data breaches in each category, (b) PHI",925.0,Oceana1&2,"Number of customers affected by data breaches in each category, (b) PHI in Oceana1&2 company in the year ",
925_X_Picknpay,0.0,"Number of customers affected by data breaches in each category, (b) PHI",925.0,Picknpay,"Number of customers affected by data breaches in each category, (b) PHI in Picknpay company in the year ",
925_X_Sasol,0.0,"Number of customers affected by data breaches in each category, (b) PHI",925.0,Sasol,"Number of customers affected by data breaches in each category, (b) PHI in Sasol company in the year ",
925_X_Ssw,0.0,"Number of customers affected by data breaches in each category, (b) PHI",925.0,Ssw,"Number of customers affected by data breaches in each category, (b) PHI in Ssw company in the year ",
925_X_Tongaat,0.0,"Number of customers affected by data breaches in each category, (b) PHI",925.0,Tongaat,"Number of customers affected by data breaches in each category, (b) PHI in Tongaat company in the year ",
925_X_Uct1&2,0.0,"Number of customers affected by data breaches in each category, (b) PHI",925.0,Uct1&2,"Number of customers affected by data breaches in each category, (b) PHI in Uct1&2 company in the year ",
926_X_Absa,0.0,Percentage of data breaches involving protected health information (PHI),926.0,Absa,Percentage of data breaches involving protected health information (PHI) in Absa company in the year ,
926_X_Clicks,0.0,Percentage of data breaches involving protected health information (PHI),926.0,Clicks,Percentage of data breaches involving protected health information (PHI) in Clicks company in the year ,
926_X_Distell,0.0,Percentage of data breaches involving protected health information (PHI),926.0,Distell,Percentage of data breaches involving protected health information (PHI) in Distell company in the year ,
926_X_Impala,0.0,Percentage of data breaches involving protected health information (PHI),926.0,Impala,Percentage of data breaches involving protected health information (PHI) in Impala company in the year ,
926_X_Oceana1&2,0.0,Percentage of data breaches involving protected health information (PHI),926.0,Oceana1&2,Percentage of data breaches involving protected health information (PHI) in Oceana1&2 company in the year ,
926_X_Picknpay,0.0,Percentage of data breaches involving protected health information (PHI),926.0,Picknpay,Percentage of data breaches involving protected health information (PHI) in Picknpay company in the year ,
926_X_Sasol,0.0,Percentage of data breaches involving protected health information (PHI),926.0,Sasol,Percentage of data breaches involving protected health information (PHI) in Sasol company in the year ,
926_X_Ssw,0.0,Percentage of data breaches involving protected health information (PHI),926.0,Ssw,Percentage of data breaches involving protected health information (PHI) in Ssw company in the year ,
926_X_Tongaat,0.0,Percentage of data breaches involving protected health information (PHI),926.0,Tongaat,Percentage of data breaches involving protected health information (PHI) in Tongaat company in the year ,
926_X_Uct1&2,0.0,Percentage of data breaches involving protected health information (PHI),926.0,Uct1&2,Percentage of data breaches involving protected health information (PHI) in Uct1&2 company in the year ,
927_X_Absa,0.0,Percentage of Number of data breaches involving (b) protected health information (PHI),927.0,Absa,Percentage of Number of data breaches involving (b) protected health information (PHI) in Absa company in the year ,
927_X_Clicks,0.0,Percentage of Number of data breaches involving (b) protected health information (PHI),927.0,Clicks,Percentage of Number of data breaches involving (b) protected health information (PHI) in Clicks company in the year ,
927_X_Distell,0.0,Percentage of Number of data breaches involving (b) protected health information (PHI),927.0,Distell,Percentage of Number of data breaches involving (b) protected health information (PHI) in Distell company in the year ,
927_X_Impala,0.0,Percentage of Number of data breaches involving (b) protected health information (PHI),927.0,Impala,Percentage of Number of data breaches involving (b) protected health information (PHI) in Impala company in the year ,
927_X_Oceana1&2,0.0,Percentage of Number of data breaches involving (b) protected health information (PHI),927.0,Oceana1&2,Percentage of Number of data breaches involving (b) protected health information (PHI) in Oceana1&2 company in the year ,
927_X_Picknpay,0.0,Percentage of Number of data breaches involving (b) protected health information (PHI),927.0,Picknpay,Percentage of Number of data breaches involving (b) protected health information (PHI) in Picknpay company in the year ,
927_X_Sasol,0.0,Percentage of Number of data breaches involving (b) protected health information (PHI),927.0,Sasol,Percentage of Number of data breaches involving (b) protected health information (PHI) in Sasol company in the year ,
927_X_Ssw,0.0,Percentage of Number of data breaches involving (b) protected health information (PHI),927.0,Ssw,Percentage of Number of data breaches involving (b) protected health information (PHI) in Ssw company in the year ,
927_X_Tongaat,0.0,Percentage of Number of data breaches involving (b) protected health information (PHI),927.0,Tongaat,Percentage of Number of data breaches involving (b) protected health information (PHI) in Tongaat company in the year ,
927_X_Uct1&2,0.0,Percentage of Number of data breaches involving (b) protected health information (PHI),927.0,Uct1&2,Percentage of Number of data breaches involving (b) protected health information (PHI) in Uct1&2 company in the year ,
928_X_Absa,0.0,Average hourly wage ,928.0,Absa,Average hourly wage  in Absa company in the year ,
928_X_Clicks,0.0,Average hourly wage ,928.0,Clicks,Average hourly wage  in Clicks company in the year ,
928_X_Distell,0.0,Average hourly wage ,928.0,Distell,Average hourly wage  in Distell company in the year ,
928_X_Impala,0.0,Average hourly wage ,928.0,Impala,Average hourly wage  in Impala company in the year ,
928_X_Oceana1&2,0.0,Average hourly wage ,928.0,Oceana1&2,Average hourly wage  in Oceana1&2 company in the year ,
928_X_Picknpay,0.0,Average hourly wage ,928.0,Picknpay,Average hourly wage  in Picknpay company in the year ,
928_X_Sasol,0.0,Average hourly wage ,928.0,Sasol,Average hourly wage  in Sasol company in the year ,
928_X_Ssw,0.0,Average hourly wage ,928.0,Ssw,Average hourly wage  in Ssw company in the year ,
928_X_Tongaat,0.0,Average hourly wage ,928.0,Tongaat,Average hourly wage  in Tongaat company in the year ,
928_X_Uct1&2,0.0,Average hourly wage ,928.0,Uct1&2,Average hourly wage  in Uct1&2 company in the year ,
929_X_Absa,0.0,"Percentage of in-store employees earning minimum wage, by region",929.0,Absa,"Percentage of in-store employees earning minimum wage, by region in Absa company in the year ",
929_X_Clicks,0.0,"Percentage of in-store employees earning minimum wage, by region",929.0,Clicks,"Percentage of in-store employees earning minimum wage, by region in Clicks company in the year ",
929_X_Distell,0.0,"Percentage of in-store employees earning minimum wage, by region",929.0,Distell,"Percentage of in-store employees earning minimum wage, by region in Distell company in the year ",
929_X_Impala,0.0,"Percentage of in-store employees earning minimum wage, by region",929.0,Impala,"Percentage of in-store employees earning minimum wage, by region in Impala company in the year ",
929_X_Oceana1&2,0.0,"Percentage of in-store employees earning minimum wage, by region",929.0,Oceana1&2,"Percentage of in-store employees earning minimum wage, by region in Oceana1&2 company in the year ",
929_X_Picknpay,0.0,"Percentage of in-store employees earning minimum wage, by region",929.0,Picknpay,"Percentage of in-store employees earning minimum wage, by region in Picknpay company in the year ",
929_X_Sasol,0.0,"Percentage of in-store employees earning minimum wage, by region",929.0,Sasol,"Percentage of in-store employees earning minimum wage, by region in Sasol company in the year ",
929_X_Ssw,0.0,"Percentage of in-store employees earning minimum wage, by region",929.0,Ssw,"Percentage of in-store employees earning minimum wage, by region in Ssw company in the year ",
929_X_Tongaat,0.0,"Percentage of in-store employees earning minimum wage, by region",929.0,Tongaat,"Percentage of in-store employees earning minimum wage, by region in Tongaat company in the year ",
929_X_Uct1&2,0.0,"Percentage of in-store employees earning minimum wage, by region",929.0,Uct1&2,"Percentage of in-store employees earning minimum wage, by region in Uct1&2 company in the year ",
930_X_Absa,0.0,Percentage of coloured people in non-executive management,930.0,Absa,Percentage of coloured people in non-executive management in Absa company in the year ,
930_X_Clicks,0.0,Percentage of coloured people in non-executive management,930.0,Clicks,Percentage of coloured people in non-executive management in Clicks company in the year ,
930_X_Distell,0.0,Percentage of coloured people in non-executive management,930.0,Distell,Percentage of coloured people in non-executive management in Distell company in the year ,
930_X_Impala,0.0,Percentage of coloured people in non-executive management,930.0,Impala,Percentage of coloured people in non-executive management in Impala company in the year ,
930_X_Oceana1&2,0.0,Percentage of coloured people in non-executive management,930.0,Oceana1&2,Percentage of coloured people in non-executive management in Oceana1&2 company in the year ,
930_X_Picknpay,0.0,Percentage of coloured people in non-executive management,930.0,Picknpay,Percentage of coloured people in non-executive management in Picknpay company in the year ,
930_X_Sasol,0.0,Percentage of coloured people in non-executive management,930.0,Sasol,Percentage of coloured people in non-executive management in Sasol company in the year ,
930_X_Ssw,0.0,Percentage of coloured people in non-executive management,930.0,Ssw,Percentage of coloured people in non-executive management in Ssw company in the year ,
930_X_Tongaat,0.0,Percentage of coloured people in non-executive management,930.0,Tongaat,Percentage of coloured people in non-executive management in Tongaat company in the year ,
930_X_Uct1&2,0.0,Percentage of coloured people in non-executive management,930.0,Uct1&2,Percentage of coloured people in non-executive management in Uct1&2 company in the year ,
931_X_Absa,0.0,"Number of drug recalls issued, total units recalled",931.0,Absa,"Number of drug recalls issued, total units recalled in Absa company in the year ",
931_X_Clicks,0.0,"Number of drug recalls issued, total units recalled",931.0,Clicks,"Number of drug recalls issued, total units recalled in Clicks company in the year ",
931_X_Distell,0.0,"Number of drug recalls issued, total units recalled",931.0,Distell,"Number of drug recalls issued, total units recalled in Distell company in the year ",
931_X_Impala,0.0,"Number of drug recalls issued, total units recalled",931.0,Impala,"Number of drug recalls issued, total units recalled in Impala company in the year ",
931_X_Oceana1&2,0.0,"Number of drug recalls issued, total units recalled",931.0,Oceana1&2,"Number of drug recalls issued, total units recalled in Oceana1&2 company in the year ",
931_X_Picknpay,0.0,"Number of drug recalls issued, total units recalled",931.0,Picknpay,"Number of drug recalls issued, total units recalled in Picknpay company in the year ",
931_X_Sasol,0.0,"Number of drug recalls issued, total units recalled",931.0,Sasol,"Number of drug recalls issued, total units recalled in Sasol company in the year ",
931_X_Ssw,0.0,"Number of drug recalls issued, total units recalled",931.0,Ssw,"Number of drug recalls issued, total units recalled in Ssw company in the year ",
931_X_Tongaat,0.0,"Number of drug recalls issued, total units recalled",931.0,Tongaat,"Number of drug recalls issued, total units recalled in Tongaat company in the year ",
931_X_Uct1&2,0.0,"Number of drug recalls issued, total units recalled",931.0,Uct1&2,"Number of drug recalls issued, total units recalled in Uct1&2 company in the year ",
932_X_Absa,0.0,Percentage of controlled substance prescriptions dispensed for which a prescription drug monitoring program (PDMP) database was queried,932.0,Absa,Percentage of controlled substance prescriptions dispensed for which a prescription drug monitoring program (PDMP) database was queried in Absa company in the year ,
932_X_Clicks,0.0,Percentage of controlled substance prescriptions dispensed for which a prescription drug monitoring program (PDMP) database was queried,932.0,Clicks,Percentage of controlled substance prescriptions dispensed for which a prescription drug monitoring program (PDMP) database was queried in Clicks company in the year ,
932_X_Distell,0.0,Percentage of controlled substance prescriptions dispensed for which a prescription drug monitoring program (PDMP) database was queried,932.0,Distell,Percentage of controlled substance prescriptions dispensed for which a prescription drug monitoring program (PDMP) database was queried in Distell company in the year ,
932_X_Impala,0.0,Percentage of controlled substance prescriptions dispensed for which a prescription drug monitoring program (PDMP) database was queried,932.0,Impala,Percentage of controlled substance prescriptions dispensed for which a prescription drug monitoring program (PDMP) database was queried in Impala company in the year ,
932_X_Oceana1&2,0.0,Percentage of controlled substance prescriptions dispensed for which a prescription drug monitoring program (PDMP) database was queried,932.0,Oceana1&2,Percentage of controlled substance prescriptions dispensed for which a prescription drug monitoring program (PDMP) database was queried in Oceana1&2 company in the year ,
932_X_Picknpay,0.0,Percentage of controlled substance prescriptions dispensed for which a prescription drug monitoring program (PDMP) database was queried,932.0,Picknpay,Percentage of controlled substance prescriptions dispensed for which a prescription drug monitoring program (PDMP) database was queried in Picknpay company in the year ,
932_X_Sasol,0.0,Percentage of controlled substance prescriptions dispensed for which a prescription drug monitoring program (PDMP) database was queried,932.0,Sasol,Percentage of controlled substance prescriptions dispensed for which a prescription drug monitoring program (PDMP) database was queried in Sasol company in the year ,
932_X_Ssw,0.0,Percentage of controlled substance prescriptions dispensed for which a prescription drug monitoring program (PDMP) database was queried,932.0,Ssw,Percentage of controlled substance prescriptions dispensed for which a prescription drug monitoring program (PDMP) database was queried in Ssw company in the year ,
932_X_Tongaat,0.0,Percentage of controlled substance prescriptions dispensed for which a prescription drug monitoring program (PDMP) database was queried,932.0,Tongaat,Percentage of controlled substance prescriptions dispensed for which a prescription drug monitoring program (PDMP) database was queried in Tongaat company in the year ,
932_X_Uct1&2,0.0,Percentage of controlled substance prescriptions dispensed for which a prescription drug monitoring program (PDMP) database was queried,932.0,Uct1&2,Percentage of controlled substance prescriptions dispensed for which a prescription drug monitoring program (PDMP) database was queried in Uct1&2 company in the year ,
933_X_Absa,0.0,Percentage of product units recalled that are private-label products,933.0,Absa,Percentage of product units recalled that are private-label products in Absa company in the year ,
933_X_Clicks,0.0,Percentage of product units recalled that are private-label products,933.0,Clicks,Percentage of product units recalled that are private-label products in Clicks company in the year ,
933_X_Distell,0.0,Percentage of product units recalled that are private-label products,933.0,Distell,Percentage of product units recalled that are private-label products in Distell company in the year ,
933_X_Impala,0.0,Percentage of product units recalled that are private-label products,933.0,Impala,Percentage of product units recalled that are private-label products in Impala company in the year ,
933_X_Oceana1&2,0.0,Percentage of product units recalled that are private-label products,933.0,Oceana1&2,Percentage of product units recalled that are private-label products in Oceana1&2 company in the year ,
933_X_Picknpay,0.0,Percentage of product units recalled that are private-label products,933.0,Picknpay,Percentage of product units recalled that are private-label products in Picknpay company in the year ,
933_X_Sasol,0.0,Percentage of product units recalled that are private-label products,933.0,Sasol,Percentage of product units recalled that are private-label products in Sasol company in the year ,
933_X_Ssw,0.0,Percentage of product units recalled that are private-label products,933.0,Ssw,Percentage of product units recalled that are private-label products in Ssw company in the year ,
933_X_Tongaat,0.0,Percentage of product units recalled that are private-label products,933.0,Tongaat,Percentage of product units recalled that are private-label products in Tongaat company in the year ,
933_X_Uct1&2,0.0,Percentage of product units recalled that are private-label products,933.0,Uct1&2,Percentage of product units recalled that are private-label products in Uct1&2 company in the year ,
934_X_Absa,0.0,Number of pharmacists,934.0,Absa,Number of pharmacists in Absa company in the year ,
934_X_Clicks,0.0,Number of pharmacists,934.0,Clicks,Number of pharmacists in Clicks company in the year ,
934_X_Distell,0.0,Number of pharmacists,934.0,Distell,Number of pharmacists in Distell company in the year ,
934_X_Impala,0.0,Number of pharmacists,934.0,Impala,Number of pharmacists in Impala company in the year ,
934_X_Oceana1&2,0.0,Number of pharmacists,934.0,Oceana1&2,Number of pharmacists in Oceana1&2 company in the year ,
934_X_Picknpay,0.0,Number of pharmacists,934.0,Picknpay,Number of pharmacists in Picknpay company in the year ,
934_X_Sasol,0.0,Number of pharmacists,934.0,Sasol,Number of pharmacists in Sasol company in the year ,
934_X_Ssw,0.0,Number of pharmacists,934.0,Ssw,Number of pharmacists in Ssw company in the year ,
934_X_Tongaat,0.0,Number of pharmacists,934.0,Tongaat,Number of pharmacists in Tongaat company in the year ,
934_X_Uct1&2,0.0,Number of pharmacists,934.0,Uct1&2,Number of pharmacists in Uct1&2 company in the year ,
935_X_Absa,0.0,Number of pharmacy locations,935.0,Absa,Number of pharmacy locations in Absa company in the year ,
935_X_Clicks,0.0,Number of pharmacy locations,935.0,Clicks,Number of pharmacy locations in Clicks company in the year ,
935_X_Distell,0.0,Number of pharmacy locations,935.0,Distell,Number of pharmacy locations in Distell company in the year ,
935_X_Impala,0.0,Number of pharmacy locations,935.0,Impala,Number of pharmacy locations in Impala company in the year ,
935_X_Oceana1&2,0.0,Number of pharmacy locations,935.0,Oceana1&2,Number of pharmacy locations in Oceana1&2 company in the year ,
935_X_Picknpay,0.0,Number of pharmacy locations,935.0,Picknpay,Number of pharmacy locations in Picknpay company in the year ,
935_X_Sasol,0.0,Number of pharmacy locations,935.0,Sasol,Number of pharmacy locations in Sasol company in the year ,
935_X_Ssw,0.0,Number of pharmacy locations,935.0,Ssw,Number of pharmacy locations in Ssw company in the year ,
935_X_Tongaat,0.0,Number of pharmacy locations,935.0,Tongaat,Number of pharmacy locations in Tongaat company in the year ,
935_X_Uct1&2,0.0,Number of pharmacy locations,935.0,Uct1&2,Number of pharmacy locations in Uct1&2 company in the year ,
936_X_Absa,0.0,Number of prescriptions filled,936.0,Absa,Number of prescriptions filled in Absa company in the year ,
936_X_Clicks,0.0,Number of prescriptions filled,936.0,Clicks,Number of prescriptions filled in Clicks company in the year ,
936_X_Distell,0.0,Number of prescriptions filled,936.0,Distell,Number of prescriptions filled in Distell company in the year ,
936_X_Impala,0.0,Number of prescriptions filled,936.0,Impala,Number of prescriptions filled in Impala company in the year ,
936_X_Oceana1&2,0.0,Number of prescriptions filled,936.0,Oceana1&2,Number of prescriptions filled in Oceana1&2 company in the year ,
936_X_Picknpay,0.0,Number of prescriptions filled,936.0,Picknpay,Number of prescriptions filled in Picknpay company in the year ,
936_X_Sasol,0.0,Number of prescriptions filled,936.0,Sasol,Number of prescriptions filled in Sasol company in the year ,
936_X_Ssw,0.0,Number of prescriptions filled,936.0,Ssw,Number of prescriptions filled in Ssw company in the year ,
936_X_Tongaat,0.0,Number of prescriptions filled,936.0,Tongaat,Number of prescriptions filled in Tongaat company in the year ,
936_X_Uct1&2,0.0,Number of prescriptions filled,936.0,Uct1&2,Number of prescriptions filled in Uct1&2 company in the year ,
937_X_Absa,0.0,Percentage of  of prescriptions filled are controlled substances,937.0,Absa,Percentage of  of prescriptions filled are controlled substances in Absa company in the year ,
937_X_Clicks,0.0,Percentage of  of prescriptions filled are controlled substances,937.0,Clicks,Percentage of  of prescriptions filled are controlled substances in Clicks company in the year ,
937_X_Distell,0.0,Percentage of  of prescriptions filled are controlled substances,937.0,Distell,Percentage of  of prescriptions filled are controlled substances in Distell company in the year ,
937_X_Impala,0.0,Percentage of  of prescriptions filled are controlled substances,937.0,Impala,Percentage of  of prescriptions filled are controlled substances in Impala company in the year ,
937_X_Oceana1&2,0.0,Percentage of  of prescriptions filled are controlled substances,937.0,Oceana1&2,Percentage of  of prescriptions filled are controlled substances in Oceana1&2 company in the year ,
937_X_Picknpay,0.0,Percentage of  of prescriptions filled are controlled substances,937.0,Picknpay,Percentage of  of prescriptions filled are controlled substances in Picknpay company in the year ,
937_X_Sasol,0.0,Percentage of  of prescriptions filled are controlled substances,937.0,Sasol,Percentage of  of prescriptions filled are controlled substances in Sasol company in the year ,
937_X_Ssw,0.0,Percentage of  of prescriptions filled are controlled substances,937.0,Ssw,Percentage of  of prescriptions filled are controlled substances in Ssw company in the year ,
937_X_Tongaat,0.0,Percentage of  of prescriptions filled are controlled substances,937.0,Tongaat,Percentage of  of prescriptions filled are controlled substances in Tongaat company in the year ,
937_X_Uct1&2,0.0,Percentage of  of prescriptions filled are controlled substances,937.0,Uct1&2,Percentage of  of prescriptions filled are controlled substances in Uct1&2 company in the year ,
938_X_Absa,0.0,Total area of retail space,938.0,Absa,Total area of retail space in Absa company in the year ,
938_X_Clicks,0.0,Total area of retail space,938.0,Clicks,Total area of retail space in Clicks company in the year ,
938_X_Distell,0.0,Total area of retail space,938.0,Distell,Total area of retail space in Distell company in the year ,
938_X_Impala,0.0,Total area of retail space,938.0,Impala,Total area of retail space in Impala company in the year ,
938_X_Oceana1&2,0.0,Total area of retail space,938.0,Oceana1&2,Total area of retail space in Oceana1&2 company in the year ,
938_X_Picknpay,0.0,Total area of retail space,938.0,Picknpay,Total area of retail space in Picknpay company in the year ,
938_X_Sasol,0.0,Total area of retail space,938.0,Sasol,Total area of retail space in Sasol company in the year ,
938_X_Ssw,0.0,Total area of retail space,938.0,Ssw,Total area of retail space in Ssw company in the year ,
938_X_Tongaat,0.0,Total area of retail space,938.0,Tongaat,Total area of retail space in Tongaat company in the year ,
938_X_Uct1&2,0.0,Total area of retail space,938.0,Uct1&2,Total area of retail space in Uct1&2 company in the year ,
939_X_Absa,0.0,Number of distribution centers,939.0,Absa,Number of distribution centers in Absa company in the year ,
939_X_Clicks,0.0,Number of distribution centers,939.0,Clicks,Number of distribution centers in Clicks company in the year ,
939_X_Distell,0.0,Number of distribution centers,939.0,Distell,Number of distribution centers in Distell company in the year ,
939_X_Impala,0.0,Number of distribution centers,939.0,Impala,Number of distribution centers in Impala company in the year ,
939_X_Oceana1&2,0.0,Number of distribution centers,939.0,Oceana1&2,Number of distribution centers in Oceana1&2 company in the year ,
939_X_Picknpay,0.0,Number of distribution centers,939.0,Picknpay,Number of distribution centers in Picknpay company in the year ,
939_X_Sasol,0.0,Number of distribution centers,939.0,Sasol,Number of distribution centers in Sasol company in the year ,
